ZIP,CBSA,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
05735,40860,1.000000000,1.000000000,1.000000000,1.000000000
02780,39300,1.000000000,1.000000000,1.000000000,1.000000000
02747,39300,1.000000000,1.000000000,1.000000000,1.000000000
02719,39300,1.000000000,1.000000000,1.000000000,1.000000000
02762,14454,1.000000000,1.000000000,1.000000000,1.000000000
01344,24640,1.000000000,1.000000000,1.000000000,1.000000000
01247,38340,0.997180961,1.000000000,1.000000000,0.997556161
01376,24640,1.000000000,1.000000000,1.000000000,1.000000000
01266,38340,1.000000000,1.000000000,1.000000000,1.000000000
01240,38340,1.000000000,1.000000000,1.000000000,1.000000000
01360,24640,1.000000000,1.000000000,1.000000000,1.000000000
01341,24640,1.000000000,1.000000000,1.000000000,1.000000000
02891,39300,1.000000000,1.000000000,1.000000000,1.000000000
02863,39300,1.000000000,1.000000000,1.000000000,1.000000000
02816,39300,1.000000000,1.000000000,1.000000000,1.000000000
02822,39300,1.000000000,1.000000000,1.000000000,1.000000000
06092,25540,1.000000000,1.000000000,1.000000000,1.000000000
06078,25540,1.000000000,1.000000000,1.000000000,1.000000000
06019,25540,1.000000000,1.000000000,1.000000000,1.000000000
06018,45860,1.000000000,1.000000000,1.000000000,1.000000000
02908,39300,1.000000000,1.000000000,1.000000000,1.000000000
06443,35300,1.000000000,1.000000000,1.000000000,1.000000000
06405,35300,1.000000000,1.000000000,1.000000000,1.000000000
06375,35980,1.000000000,1.000000000,1.000000000,1.000000000
06250,25540,0.991437081,1.000000000,0.820895522,0.980906149
06108,25540,1.000000000,1.000000000,1.000000000,1.000000000
06673,14860,0.000000000,1.000000000,0.000000000,1.000000000
06530,35300,1.000000000,1.000000000,1.000000000,1.000000000
06516,35300,1.000000000,1.000000000,1.000000000,1.000000000
06518,35300,1.000000000,1.000000000,1.000000000,1.000000000
06514,35300,1.000000000,1.000000000,1.000000000,1.000000000
06525,35300,1.000000000,1.000000000,1.000000000,1.000000000
06468,14860,1.000000000,1.000000000,1.000000000,1.000000000
06478,35300,1.000000000,1.000000000,1.000000000,1.000000000
06906,14860,1.000000000,1.000000000,1.000000000,1.000000000
06903,14860,1.000000000,1.000000000,1.000000000,1.000000000
06870,14860,1.000000000,1.000000000,1.000000000,1.000000000
06830,14860,1.000000000,1.000000000,1.000000000,1.000000000
06759,45860,1.000000000,1.000000000,1.000000000,1.000000000
06784,14860,0.968588640,1.000000000,1.000000000,0.970670952
07069,35084,1.000000000,1.000000000,1.000000000,1.000000000
07067,35614,0.999275782,1.000000000,1.000000000,0.999322401
07068,35084,1.000000000,1.000000000,1.000000000,1.000000000
07064,35614,1.000000000,1.000000000,1.000000000,1.000000000
07047,35614,1.000000000,1.000000000,1.000000000,1.000000000
07042,35084,1.000000000,1.000000000,1.000000000,1.000000000
07031,35614,1.000000000,1.000000000,1.000000000,1.000000000
07026,35614,1.000000000,1.000000000,1.000000000,1.000000000
07106,35084,1.000000000,1.000000000,1.000000000,1.000000000
07109,35084,1.000000000,1.000000000,1.000000000,1.000000000
07092,35084,1.000000000,1.000000000,1.000000000,1.000000000
07086,35614,1.000000000,1.000000000,1.000000000,1.000000000
07095,35614,1.000000000,1.000000000,1.000000000,1.000000000
07666,35614,1.000000000,1.000000000,1.000000000,1.000000000
07644,35614,1.000000000,1.000000000,1.000000000,1.000000000
07647,35614,1.000000000,1.000000000,1.000000000,1.000000000
07649,35614,1.000000000,1.000000000,1.000000000,1.000000000
07624,35614,1.000000000,1.000000000,1.000000000,1.000000000
07641,35614,1.000000000,1.000000000,1.000000000,1.000000000
07506,35614,1.000000000,1.000000000,1.000000000,1.000000000
07450,35614,1.000000000,1.000000000,1.000000000,1.000000000
07422,35084,1.000000000,1.000000000,1.000000000,1.000000000
07435,35614,0.458974359,0.817777778,0.526881720,0.517473118
08827,35084,0.935665914,0.788732394,0.973118280,0.929047619
08833,35084,1.000000000,1.000000000,1.000000000,1.000000000
07921,35084,1.000000000,1.000000000,1.000000000,1.000000000
07825,10900,0.985132322,1.000000000,1.000000000,0.986180210
07850,35084,1.000000000,1.000000000,1.000000000,1.000000000
07733,35614,1.000000000,1.000000000,1.000000000,1.000000000
07720,35614,1.000000000,1.000000000,1.000000000,1.000000000
07704,35614,1.000000000,1.000000000,1.000000000,1.000000000
08902,35614,1.000000000,1.000000000,1.000000000,1.000000000
08904,35614,1.000000000,1.000000000,1.000000000,1.000000000
08852,35614,1.000000000,1.000000000,1.000000000,1.000000000
08077,15804,1.000000000,1.000000000,1.000000000,1.000000000
08067,48864,1.000000000,1.000000000,1.000000000,1.000000000
08062,15804,1.000000000,1.000000000,1.000000000,1.000000000
08048,15804,1.000000000,1.000000000,1.000000000,1.000000000
08046,15804,1.000000000,1.000000000,1.000000000,1.000000000
08052,15804,1.000000000,1.000000000,1.000000000,1.000000000
08037,15804,0.182858943,0.148546825,0.147058824,0.179079341
08055,15804,1.000000000,1.000000000,1.000000000,1.000000000
08033,15804,1.000000000,1.000000000,1.000000000,1.000000000
08015,15804,1.000000000,1.000000000,1.000000000,1.000000000
08002,15804,1.000000000,1.000000000,1.000000000,1.000000000
07760,35614,1.000000000,1.000000000,1.000000000,1.000000000
08344,48864,0.063068921,0.031674208,0.160000000,0.061709813
08401,12100,1.000000000,1.000000000,1.000000000,1.000000000
08343,48864,0.351193634,0.527272727,0.125000000,0.355236140
08360,47220,0.914527860,0.950617284,0.974169742,0.920272643
08302,47220,0.959147855,0.988532110,1.000000000,0.961694332
08244,12100,1.000000000,1.000000000,1.000000000,1.000000000
08225,12100,1.000000000,1.000000000,1.000000000,1.000000000
08093,15804,1.000000000,1.000000000,1.000000000,1.000000000
08091,15804,1.000000000,1.000000000,1.000000000,1.000000000
08084,15804,1.000000000,1.000000000,1.000000000,1.000000000
08735,35614,1.000000000,1.000000000,1.000000000,1.000000000
08618,45940,1.000000000,1.000000000,1.000000000,1.000000000
08648,45940,1.000000000,1.000000000,1.000000000,1.000000000
08611,45940,1.000000000,1.000000000,1.000000000,1.000000000
08512,35614,0.488658584,0.918759232,0.884792627,0.551431425
19950,41540,0.778965517,0.877358491,1.000000000,0.784087157
19939,41540,1.000000000,1.000000000,1.000000000,1.000000000
19808,48864,1.000000000,1.000000000,1.000000000,1.000000000
19734,48864,1.000000000,1.000000000,1.000000000,1.000000000
19703,48864,1.000000000,1.000000000,1.000000000,1.000000000
19730,48864,1.000000000,1.000000000,1.000000000,1.000000000
10002,35614,1.000000000,1.000000000,1.000000000,1.000000000
19971,41540,1.000000000,1.000000000,1.000000000,1.000000000
10024,35614,1.000000000,1.000000000,1.000000000,1.000000000
10019,35614,1.000000000,1.000000000,1.000000000,1.000000000
10013,35614,1.000000000,1.000000000,1.000000000,1.000000000
10451,35614,1.000000000,1.000000000,1.000000000,1.000000000
10452,35614,1.000000000,1.000000000,1.000000000,1.000000000
10281,35614,0.000000000,1.000000000,1.000000000,1.000000000
10122,35614,0.000000000,1.000000000,1.000000000,1.000000000
10118,35614,0.000000000,1.000000000,1.000000000,1.000000000
10033,35614,1.000000000,1.000000000,1.000000000,1.000000000
10028,35614,1.000000000,1.000000000,1.000000000,1.000000000
10514,35614,1.000000000,1.000000000,1.000000000,1.000000000
10506,35614,1.000000000,1.000000000,1.000000000,1.000000000
10507,35614,1.000000000,1.000000000,1.000000000,1.000000000
10462,35614,1.000000000,1.000000000,1.000000000,1.000000000
10454,35614,1.000000000,1.000000000,1.000000000,1.000000000
10594,35614,1.000000000,1.000000000,1.000000000,1.000000000
10606,35614,1.000000000,1.000000000,1.000000000,1.000000000
10570,35614,1.000000000,1.000000000,1.000000000,1.000000000
10541,35614,0.031719031,0.000000000,0.000000000,0.028833909
10542,20524,1.000000000,1.000000000,1.000000000,1.000000000
12518,35614,1.000000000,1.000000000,1.000000000,1.000000000
12498,28740,1.000000000,1.000000000,1.000000000,1.000000000
12529,26460,1.000000000,1.000000000,1.000000000,1.000000000
10990,35614,1.000000000,1.000000000,1.000000000,1.000000000
12402,28740,1.000000000,1.000000000,1.000000000,1.000000000
10980,35614,1.000000000,1.000000000,1.000000000,1.000000000
10969,35614,1.000000000,1.000000000,1.000000000,1.000000000
10950,35614,1.000000000,1.000000000,1.000000000,1.000000000
10901,35614,1.000000000,1.000000000,1.000000000,1.000000000
10941,35614,1.000000000,1.000000000,1.000000000,1.000000000
10925,35614,1.000000000,1.000000000,1.000000000,1.000000000
12790,99999,1.000000000,1.000000000,1.000000000,1.000000000
12723,99999,1.000000000,1.000000000,1.000000000,1.000000000
12725,28740,0.661290323,0.857142857,0.000000000,0.666666667
12732,99999,1.000000000,1.000000000,1.000000000,1.000000000
12766,99999,1.000000000,1.000000000,1.000000000,1.000000000
12734,99999,1.000000000,1.000000000,1.000000000,1.000000000
11213,35614,1.000000000,1.000000000,1.000000000,1.000000000
11215,35614,1.000000000,1.000000000,1.000000000,1.000000000
11207,35614,1.000000000,1.000000000,1.000000000,1.000000000
11205,35614,1.000000000,1.000000000,1.000000000,1.000000000
11234,35614,1.000000000,1.000000000,1.000000000,1.000000000
11235,35614,1.000000000,1.000000000,1.000000000,1.000000000
11231,35614,1.000000000,1.000000000,1.000000000,1.000000000
11385,35614,1.000000000,1.000000000,1.000000000,1.000000000
11419,35614,1.000000000,1.000000000,1.000000000,1.000000000
11372,35614,1.000000000,1.000000000,1.000000000,1.000000000
11364,35614,1.000000000,1.000000000,1.000000000,1.000000000
11581,35004,1.000000000,1.000000000,1.000000000,1.000000000
11702,35004,1.000000000,1.000000000,1.000000000,1.000000000
11580,35004,0.998778104,1.000000000,1.000000000,0.998994301
11554,35004,1.000000000,1.000000000,1.000000000,1.000000000
11542,35004,1.000000000,1.000000000,1.000000000,1.000000000
11423,35614,1.000000000,1.000000000,1.000000000,1.000000000
11758,35004,1.000000000,1.000000000,1.000000000,1.000000000
11757,35004,1.000000000,1.000000000,1.000000000,1.000000000
11727,35004,1.000000000,1.000000000,1.000000000,1.000000000
11713,35004,1.000000000,1.000000000,1.000000000,1.000000000
12051,99999,1.000000000,1.000000000,1.000000000,1.000000000
12047,10580,1.000000000,1.000000000,1.000000000,1.000000000
12027,10580,1.000000000,1.000000000,1.000000000,1.000000000
11980,35004,1.000000000,1.000000000,1.000000000,1.000000000
11946,35004,1.000000000,1.000000000,1.000000000,1.000000000
12816,24020,1.000000000,1.000000000,1.000000000,1.000000000
12822,10580,1.000000000,1.000000000,1.000000000,1.000000000
12197,36580,0.998931624,1.000000000,1.000000000,0.998952880
12207,10580,1.000000000,1.000000000,1.000000000,1.000000000
12202,10580,1.000000000,1.000000000,1.000000000,1.000000000
12166,11220,0.988958991,1.000000000,1.000000000,0.989214176
12155,36580,0.885245902,1.000000000,1.000000000,0.886764706
12157,10580,1.000000000,1.000000000,1.000000000,1.000000000
12090,10580,0.997451766,1.000000000,1.000000000,0.997687479
12070,24100,0.329581994,0.100000000,0.900000000,0.334890966
12137,10580,0.774725275,0.875000000,0.428571429,0.769333333
12116,36580,1.000000000,1.000000000,1.000000000,1.000000000
12130,26460,1.000000000,0.000000000,1.000000000,1.000000000
12068,11220,0.988135593,1.000000000,1.000000000,0.988924051
13078,45060,1.000000000,1.000000000,1.000000000,1.000000000
13103,45060,1.000000000,1.000000000,1.000000000,1.000000000
13082,45060,1.000000000,1.000000000,1.000000000,1.000000000
13045,18660,0.962556937,0.995020747,0.987978142,0.966695416
13039,45060,1.000000000,1.000000000,1.000000000,1.000000000
13053,27060,0.862721893,0.952380952,0.936507937,0.867409471
13042,46540,0.640768588,0.733333333,0.692307692,0.642448980
12967,36300,0.952380952,1.000000000,1.000000000,0.953642384
12920,31660,0.964794007,0.925000000,1.000000000,0.963820550
12922,36300,1.000000000,1.000000000,1.000000000,1.000000000
12987,99999,1.000000000,1.000000000,1.000000000,1.000000000
12997,99999,0.990783410,1.000000000,1.000000000,0.991304348
12845,24020,1.000000000,1.000000000,1.000000000,1.000000000
12861,24020,0.997792494,1.000000000,1.000000000,0.997802198
12863,10580,1.000000000,1.000000000,1.000000000,1.000000000
12903,38460,1.000000000,1.000000000,1.000000000,1.000000000
12842,99999,1.000000000,1.000000000,1.000000000,1.000000000
13468,36580,1.000000000,1.000000000,1.000000000,1.000000000
13413,46540,1.000000000,1.000000000,1.000000000,1.000000000
13411,99999,0.478437754,0.542857143,0.571428571,0.481220657
13339,46540,0.084915085,0.017441860,0.000000000,0.079703429
13346,45060,1.000000000,1.000000000,1.000000000,1.000000000
13416,46540,1.000000000,1.000000000,1.000000000,1.000000000
13210,45060,1.000000000,1.000000000,1.000000000,1.000000000
13304,46540,1.000000000,1.000000000,1.000000000,1.000000000
13309,46540,0.849812734,0.936507937,1.000000000,0.858075601
13215,45060,1.000000000,1.000000000,1.000000000,1.000000000
13324,46540,1.000000000,1.000000000,1.000000000,1.000000000
13332,99999,0.236305048,0.285714286,0.333333333,0.237696335
13302,45060,1.000000000,1.000000000,1.000000000,1.000000000
13203,45060,1.000000000,1.000000000,1.000000000,1.000000000
13162,46540,1.000000000,1.000000000,1.000000000,1.000000000
13865,13780,1.000000000,1.000000000,1.000000000,1.000000000
13669,36300,1.000000000,1.000000000,1.000000000,1.000000000
14043,15380,1.000000000,1.000000000,1.000000000,1.000000000
13810,36580,1.000000000,1.000000000,1.000000000,1.000000000
13835,18660,0.188562597,0.000000000,0.285714286,0.188736682
13838,99999,0.958862144,0.916000000,0.948275862,0.954356846
13843,36580,0.470167064,0.000000000,0.461538462,0.465657742
13761,13780,1.000000000,1.000000000,1.000000000,1.000000000
13672,36300,1.000000000,1.000000000,1.000000000,1.000000000
13630,36300,1.000000000,1.000000000,1.000000000,1.000000000
13603,48060,1.000000000,1.000000000,1.000000000,1.000000000
13634,48060,1.000000000,1.000000000,1.000000000,1.000000000
13608,48060,0.821376281,0.846153846,0.789473684,0.820979021
13619,99999,0.106414932,0.039370079,0.024330900,0.096883214
14223,15380,1.000000000,1.000000000,1.000000000,1.000000000
14217,15380,1.000000000,1.000000000,1.000000000,1.000000000
14218,15380,1.000000000,1.000000000,1.000000000,1.000000000
14213,15380,1.000000000,1.000000000,1.000000000,1.000000000
14203,15380,1.000000000,1.000000000,1.000000000,1.000000000
14094,15380,1.000000000,1.000000000,1.000000000,1.000000000
14202,15380,1.000000000,1.000000000,1.000000000,1.000000000
14125,12860,0.996589359,0.984615385,1.000000000,0.996156310
14204,15380,1.000000000,1.000000000,1.000000000,1.000000000
14052,15380,1.000000000,1.000000000,1.000000000,1.000000000
14051,15380,1.000000000,1.000000000,1.000000000,1.000000000
14081,27460,0.302013423,0.384057971,0.333333333,0.308166410
14606,40380,1.000000000,1.000000000,1.000000000,1.000000000
14607,40380,1.000000000,1.000000000,1.000000000,1.000000000
14482,40380,0.029296364,0.022471910,0.035460993,0.029071142
14569,99999,1.000000000,1.000000000,1.000000000,1.000000000
14551,40380,1.000000000,1.000000000,1.000000000,1.000000000
14425,40380,1.000000000,1.000000000,1.000000000,1.000000000
14450,40380,1.000000000,1.000000000,1.000000000,1.000000000
14454,40380,1.000000000,1.000000000,1.000000000,1.000000000
15003,38300,1.000000000,1.000000000,1.000000000,1.000000000
14851,27060,1.000000000,1.000000000,1.000000000,1.000000000
14898,18500,1.000000000,1.000000000,1.000000000,1.000000000
14847,42900,1.000000000,1.000000000,1.000000000,1.000000000
14772,36460,1.000000000,1.000000000,1.000000000,1.000000000
14775,27460,1.000000000,1.000000000,1.000000000,1.000000000
14741,36460,1.000000000,1.000000000,1.000000000,1.000000000
15063,38300,1.000000000,1.000000000,1.000000000,1.000000000
15033,38300,1.000000000,1.000000000,1.000000000,1.000000000
15045,38300,1.000000000,1.000000000,1.000000000,1.000000000
15059,38300,1.000000000,1.000000000,1.000000000,1.000000000
15022,38300,1.000000000,1.000000000,1.000000000,1.000000000
15563,43740,1.000000000,1.000000000,1.000000000,1.000000000
15564,43740,1.000000000,1.000000000,1.000000000,1.000000000
15436,38300,1.000000000,1.000000000,1.000000000,1.000000000
15427,38300,1.000000000,1.000000000,0.000000000,1.000000000
15467,38300,1.000000000,0.000000000,0.000000000,1.000000000
15377,38300,0.786259542,0.789473684,1.000000000,0.786924939
15480,38300,1.000000000,1.000000000,1.000000000,1.000000000
15301,38300,1.000000000,1.000000000,1.000000000,1.000000000
15320,99999,1.000000000,1.000000000,1.000000000,1.000000000
15282,38300,0.000000000,1.000000000,0.000000000,1.000000000
15342,38300,1.000000000,1.000000000,1.000000000,1.000000000
15090,38300,1.000000000,1.000000000,1.000000000,1.000000000
15106,38300,1.000000000,1.000000000,1.000000000,1.000000000
15074,38300,1.000000000,1.000000000,1.000000000,1.000000000
15076,38300,1.000000000,1.000000000,1.000000000,1.000000000
15142,38300,1.000000000,1.000000000,1.000000000,1.000000000
15133,38300,1.000000000,1.000000000,1.000000000,1.000000000
15136,38300,1.000000000,1.000000000,1.000000000,1.000000000
15131,38300,1.000000000,1.000000000,1.000000000,1.000000000
15129,38300,1.000000000,1.000000000,1.000000000,1.000000000
15144,38300,1.000000000,1.000000000,1.000000000,1.000000000
15237,38300,1.000000000,1.000000000,1.000000000,1.000000000
15236,38300,1.000000000,1.000000000,1.000000000,1.000000000
15232,38300,1.000000000,1.000000000,1.000000000,1.000000000
15212,38300,1.000000000,1.000000000,1.000000000,1.000000000
15204,38300,1.000000000,1.000000000,1.000000000,1.000000000
15203,38300,1.000000000,1.000000000,1.000000000,1.000000000
15931,27780,1.000000000,1.000000000,1.000000000,1.000000000
15905,27780,0.887840362,0.894639556,0.881656805,0.888082330
15857,41260,1.000000000,1.000000000,1.000000000,1.000000000
15865,99999,0.994194485,1.000000000,1.000000000,0.994791667
15823,41260,0.802083333,0.695652174,1.000000000,0.800285307
15829,99999,1.000000000,1.000000000,1.000000000,1.000000000
15670,38300,1.000000000,1.000000000,1.000000000,1.000000000
15701,26860,1.000000000,1.000000000,1.000000000,1.000000000
15714,27780,0.878355705,0.976608187,1.000000000,0.888425047
15747,26860,1.000000000,1.000000000,1.000000000,1.000000000
15656,38300,1.000000000,1.000000000,1.000000000,1.000000000
15637,38300,1.000000000,1.000000000,1.000000000,1.000000000
16127,49660,0.965259309,0.974708171,0.972477064,0.966311798
16130,49660,1.000000000,1.000000000,1.000000000,1.000000000
16137,49660,1.000000000,1.000000000,1.000000000,1.000000000
16102,35260,0.999211978,1.000000000,1.000000000,0.999268471
16063,38300,1.000000000,1.000000000,1.000000000,1.000000000
16123,35260,0.090631365,0.037037037,0.000000000,0.089197225
16057,38300,0.934774965,0.921348315,1.000000000,0.936020891
16055,38300,1.000000000,1.000000000,1.000000000,1.000000000
15958,27780,1.000000000,1.000000000,1.000000000,1.000000000
16052,38300,1.000000000,1.000000000,1.000000000,1.000000000
16037,38300,0.958904110,1.000000000,1.000000000,0.962650067
16601,11020,0.999744947,1.000000000,1.000000000,0.999766791
